component,load_N,temperature_C,material_type,stress_Pa,strain,yield_point_Pa,safety_factor
bearing,8952.489659174771,35.34938597749943,abs_plastic,2711742.914130738,0.001355871457065369,28216871.340833522,10.405437474842106
cylinder,6209.8422556169035,365.0797504549222,steel,744992.3056093183,3.7249615280465916e-06,154927148.31903067,207.95805158325498
bracket,792.3228965233978,71.21345790625328,abs_plastic,284561.98346200644,0.00014228099173100323,16262180.69791557,57.148114094751634
flange,6833.306117924169,84.63217296312338,aluminium,1478142.5629415163,2.1116322327735946e-05,114736594.59869859,77.62214381430962
pulley,9941.979676089559,205.31497315782602,aluminium,1768388.6416719868,2.5262694881028382e-05,64452094.51757249,36.44679285919521
shaft,695.4091917477737,571.0508795603516,chromium,72585.97094374278,2.601647704076802e-07,209649706.81321615,2888.2951359251447
lever,6931.0484191245905,36.07469509272452,abs_plastic,1282412.7177778527,0.0006412063588889263,27975101.635758497,21.814429354875216
cam,8235.88379462076,20.964610212339366,steel,2675338.2722102557,1.3376691361051279e-05,244540466.09053662,91.40543782095534
flange,4801.376780711565,394.8757546391281,chromium,3732683.0475804294,1.3378792285234514e-05,268374748.45362398,71.89861690174519
bolt,7398.084227571707,81.48798438308067,abs_plastic,2944861.0152768875,0.0014724305076384437,12837338.538973108,4.359234093689848
cam,1019.9985293559603,40.56378131456639,abs_plastic,129109.98415775911,6.455499207887956e-05,26478739.5618112,205.08669205207946
gear,8278.069539500031,82.56224701363087,abs_plastic,1163210.1732393105,0.0005816050866196553,12479250.995456379,10.728285637929154
cam,3100.9707238587534,277.850318512626,chromium,846022.9873577739,3.0323404564794765e-06,307383227.162458,363.32727568366766
spring,9375.882448007522,175.06462739946537,aluminium,3000579.392219015,4.286541988884307e-05,77056405.25022276,25.68050872109647
bearing,6045.883900270112,164.39023975501937,aluminium,657019.8532143037,9.385997903061481e-06,81504066.76874194,124.0511475718791
cylinder,8529.107081676448,224.3403040701891,chromium,915838.65777681,3.2825758343254838e-06,325219898.6432703,355.10610507831
piston,6316.705522449095,208.80506579453356,aluminium,1175952.8044692553,1.679932577813222e-05,62997889.25227768,53.571783674354705
cam,7921.301319439907,196.71390067686366,titanium,8790692.918002147,7.991539016365588e-05,654107624.1539204,74.40910861695518
spring,1817.8926983664358,423.0716315634278,titanium,515511.3569395105,4.686466881268277e-06,371160460.5457153,719.9850314631707
bearing,6445.623565718787,250.29455781762107,aluminium,4564907.767443809,6.521296810634013e-05,45710600.909324564,10.013477432189376
pulley,9235.296186082604,399.90829667877,steel,1513510.546765286,7.56755273382643e-06,145857214.40657032,96.3701341350413
pulley,3243.561333979697,96.22380220810355,abs_plastic,392232.44436498836,0.00019611622218249417,7925399.263965485,20.20587378179908
lever,1305.4429201402204,58.258721843845784,abs_plastic,255445.04717706316,0.0001277225235885316,20580426.052051406,80.56694102894846
housing,891.6574041570892,781.1891578622589,chromium,681618.6508318349,2.443077601547795e-06,139603614.04591373,204.81190453862146
bracket,9370.84682144824,90.0884154078434,abs_plastic,3288303.751193999,0.0016441518755969994,9970528.197385535,3.0321189743390304
housing,275.1093151712465,68.2042531074292,abs_plastic,74123.4378373904,3.70617189186952e-05,17265248.96419027,232.92563685546014
housing,5687.9667977209365,131.23382424327912,titanium,2589703.0799338594,2.3542755272125995e-05,735957719.6959012,284.1861390977291
cam,7567.110089004244,379.30869581640087,titanium,2486061.1255380106,2.260055568670919e-05,425864130.2294989,171.30074794011242
coupling,1789.5811096449843,63.28529231550739,titanium,228010.1426440772,2.07281947858252e-06,820893384.6056157,3600.249423496158
cam,1859.8872397273572,421.1384722302052,titanium,299079.19303924666,2.7189017549022423e-06,373576909.71224344,1249.0902690887654
bearing,2403.190831770542,192.22605123279854,steel,1320325.1992577508,6.601625996288754e-06,199941132.4914587,151.43324735743886
bearing,8495.357263969074,729.831120283128,chromium,1069711.5742629038,3.834091664024745e-06,156722959.905624,146.50954862633475
housing,3606.9387804032676,62.0403697574912,abs_plastic,740920.6500382872,0.00037046032501914357,19319876.747502934,26.07550045541932
coupling,3932.079727322745,97.10578203858807,abs_plastic,1535402.1332508246,0.0007677010666254123,7631405.987137309,4.970297892565606
cam,4243.948154076959,478.3958867988859,titanium,723819.6402094035,6.580178547358213e-06,302005141.5013926,417.23811392299535
coupling,1977.9789969293042,193.30549404216202,aluminium,598905.9256756146,8.555798938223066e-06,69456044.14909916,115.9715427272607
piston,6330.058179506288,75.67975777708286,aluminium,8557542.61917877,0.000122250608845411,118466767.59288214,13.843549820877302
bearing,1186.3883669072848,447.4084013994805,steel,258003.86639335015,1.2900193319667507e-06,133487395.46888527,517.3852521472361
bearing,4933.587256515604,32.00389317551874,abs_plastic,1488579.684137803,0.0007442898420689016,29332035.60816042,19.7047131038536
bracket,4812.579480750788,125.24871984081541,aluminium,1201548.265515792,1.716497522165417e-05,97813033.39966024,81.40582963404452
pulley,7871.663783986863,269.7837129032656,aluminium,823584.1669561069,1.1765488099372955e-05,37590119.62363934,45.642110584239425
gear,9434.02829999129,650.9291000763359,steel,11014281.287682852,5.507140643841426e-05,80487213.52178754,7.30753205039311
gear,9310.156959894453,90.85636118421968,aluminium,1188492.1591546151,1.69784594164945e-05,112143182.83990847,94.35752855086305
bracket,5004.97582426372,244.08236771202297,titanium,1098490.1460313692,9.98627405483063e-06,594897040.3599713,541.5588319196293
gear,759.8552015508307,424.3582571172592,steel,478898.3929185913,2.3944919645929563e-06,139490037.20904708,291.2727193736046
bracket,4488.40356569182,57.30803990740226,steel,9421179.73034537,4.710589865172685e-05,235076031.274114,24.951867813002266
coupling,6624.451788616439,485.23572371400076,titanium,5794968.229553742,5.268152935957948e-05,293455345.357499,50.63968148451736
gear,5134.934965531027,51.00761851862156,abs_plastic,1098787.3225495662,0.0005493936612747831,22997460.49379281,20.929856052971886
bearing,9710.424580939634,566.5429260104519,titanium,1235416.294624319,1.1231057223857446e-05,191821342.48693517,155.26858705167606
bolt,4180.096209601439,338.77730535697617,titanium,502277.09534884756,4.566155412262251e-06,476528368.3037798,948.7360118876525
flange,307.35511420603683,43.00806689339966,aluminium,31745.61123100347,4.5350873187147815e-07,132079972.12775013,4160.574233919865
housing,9762.309411028045,540.5333104762142,steel,48034771.000876874,0.00024017385500438437,109236117.06348588,2.274105086531833
bearing,7768.874428314101,651.0261684703081,chromium,1452128.471855147,5.204761547867911e-06,182991277.17656395,126.01590060608476
cam,3289.933484101821,55.065399721191596,aluminium,685984.8261435516,9.799783230622166e-06,127056083.44950351,185.21704651075663
shaft,5865.98431625174,79.84585435436257,abs_plastic,720945.0312778355,0.00036047251563891777,13384715.215212477,18.565514199451247
bracket,1368.1478890253802,114.71490167845955,aluminium,147302.2996105332,2.10431856586476e-06,102202124.30064186,693.8257214643895
coupling,3784.453535991382,357.01996869647286,steel,850418.0903313103,4.252090451656552e-06,157026049.81862685,184.64570733373256
valve_body,9436.450793672606,87.39395931310139,aluminium,7242853.825876764,0.00010346934036966806,113585850.28620775,15.682471718591936
bolt,6493.52704528654,243.00729560654491,steel,794036.0163050649,3.9701800815253245e-06,186716850.10246226,235.14909433368388
coupling,2658.473040888999,444.33293176254625,steel,415574.6834944987,2.0778734174724937e-06,134288299.02017024,323.13878673013033
cam,9786.1330601259,79.8553524783198,abs_plastic,1740576.7049248796,0.0008702883524624398,13381549.1738934,7.687997395363811
coupling,633.1962492804587,333.6586358705638,chromium,83794.30582558442,3.003380137117721e-07,288780454.70981205,3446.301653371301
valve_body,527.4199843904155,181.51851941484838,chromium,375624.5307752836,1.3463244830655325e-06,339493826.86171716,903.8116497903021
housing,8196.074765583755,229.24113898445847,chromium,1604574.8582856294,5.751164366615159e-06,323586287.0051805,201.66481191840978
flange,7354.73529318588,551.3924613820113,chromium,1237245.6700708512,4.434572294160757e-06,216202512.87266293,174.74501475546245
flange,3045.7296680563236,347.71275585822934,titanium,440136.6036382779,4.001241851257072e-06,465359055.1772133,1057.3059621273042
coupling,6399.284404394556,765.8991063022949,chromium,3798450.4728661207,1.3614517823892906e-05,144700297.89923507,38.0945595928888
piston,192.38303628822365,89.07008206605444,aluminium,26382.858191007523,3.7689797415725035e-07,112887465.80581066,4278.818655223938
gear,1081.8631859134375,413.4644295440625,chromium,134883.8426256901,4.834546330669896e-07,262178523.4853125,1943.735575600941
cylinder,5595.3409980926335,591.7956109031463,steel,902728.2894398333,4.513641447199167e-06,95886559.66063897,106.21862722407771
cylinder,3618.3072299888204,239.46169965591122,aluminium,647647.9758513961,9.25211394073423e-06,50224291.810036995,77.54875130121775
pulley,7633.808524278129,29.88717938326694,aluminium,1020185.598018968,1.4574079971699544e-05,137547008.59030545,134.82547573441443
cam,9584.927453181865,306.9937860156259,steel,2872643.2228523884,1.4363216114261941e-05,170053701.55843076,59.197640767089794
bolt,9963.709942509748,233.61952769397203,titanium,2194047.976223852,1.994589069294411e-05,607975590.382535,277.10223156966424
bearing,8873.338226604237,186.05241357229957,aluminium,2231666.3012954006,3.188094716136286e-05,72478161.01154184,32.477149907883145
spring,387.806665405142,33.350809428389674,abs_plastic,204640.7433586989,0.00010232037167934946,28883063.52387011,141.1403372066687
lever,4083.038534396904,876.777221198033,chromium,792809.7535675375,2.8416120199553317e-06,107740926.26732235,135.89757918908367
bolt,5841.839495538499,64.91876703676189,abs_plastic,1033856.0088608466,0.0005169280044304233,18360410.987746034,17.759156817182344
cam,6033.752760063046,188.6007803346947,aluminium,18449878.04937785,0.0002635696864196836,71416341.52721055,3.8708300041917503
bolt,6401.257445386625,136.2197941964099,steel,916479.6513662704,4.582398256831352e-06,214526095.2613516,234.07622301437917
bracket,7106.041253935066,240.8121901082738,aluminium,1361059.3212990374,1.944370458998625e-05,49661587.45488592,36.48745258765603
lever,1311.5298975192616,740.7954943577869,chromium,538618.1351122769,1.9305309502232146e-06,153068168.54740438,284.1868079980203
housing,719.1680462839475,805.3395775031287,chromium,93529.3110201525,3.3523050544857525e-07,131553474.16562377,1406.5480941827777
valve_body,3064.490753869678,190.01047278063808,chromium,477947.1590731358,1.7130722547424224e-06,336663175.73978734,704.3941351020163
bearing,6890.521583393651,594.8533304563562,titanium,919045.7556987245,8.35496141544295e-06,156433336.9295548,170.2127842488353
coupling,9508.096254012858,178.2903667084237,steel,1668395.9633598214,8.341979816799107e-06,203570217.00301468,122.0155295707287
piston,1736.411698604728,216.07054864446587,aluminium,294330.990926648,4.204728441809258e-06,59970604.73147255,203.7522604828867
pulley,7006.939212448744,94.36935383005473,abs_plastic,892881.1167991348,0.0004464405583995674,8543548.723315086,9.56851764761542
bolt,8542.00739676954,83.15157237920513,aluminium,2229444.9573954535,3.184921367707791e-05,115353511.50866453,51.74091027724952
spring,8046.168766977533,469.0231490031348,chromium,1648334.9506014402,5.908010575632402e-06,243658950.33228838,147.8212606262961
pulley,897.954986195534,223.82300595265426,aluminium,179055.0707899698,2.557929582713854e-06,56740414.18639406,316.88806095276755
gear,169.58911775482966,64.67859584054622,steel,72793.94391750879,3.6396971958754396e-07,233156615.66652444,3202.9672129145947
bracket,4048.4766940669215,924.1705969260339,chromium,848133.0156958563,3.039903282064001e-06,91943134.35798872,108.40650305607237
spring,541.4895928923193,55.561870161232115,chromium,191364.33170855208,6.858936620378211e-07,381479376.6129226,1993.4716841271957
coupling,7892.55336575588,975.3379597254897,chromium,2090770.1786516802,7.493799923482725e-06,74887346.7581701,35.81806719974565
housing,8463.415419231613,95.07892562674374,aluminium,5135007.171350647,7.335724530500924e-05,110383780.98885678,21.496324601981584
bearing,720.2667142080097,545.7337229397583,titanium,487150.8299211541,4.4286439083741275e-06,217832846.32530215,447.1568823162195
bearing,4169.846465746995,117.25613135247595,aluminium,462886.8115841511,6.612668736916444e-06,101143278.60313503,218.50542307954169
shaft,9637.60489871415,344.89754640786833,titanium,1028061.3723943001,9.346012476311818e-06,468878066.9901646,456.07984073769114
piston,4246.053858834198,92.84418146937432,aluminium,578865.7154187592,8.269510220267987e-06,111314924.3877607,192.29835421715035
piston,2639.6476181980534,72.33396811792596,abs_plastic,1280657.111312628,0.000640328555656314,15888677.294024678,12.406659951108496
flange,4692.9316182145285,778.1641571125989,steel,766265.4779470096,3.831327389735048e-06,47353084.085260704,61.79723013508298
valve_body,1229.5482703905404,32.09974629879476,abs_plastic,527558.7534296709,0.00026377937671483544,29300084.567068413,55.538998029296124
piston,8521.098972627264,457.75377486036945,steel,1613364.7639158755,8.066823819579378e-06,130793287.79677878,81.06864034846285
lever,8615.382964159406,77.8251442566787,abs_plastic,11190018.397462746,0.005595009198731373,14058285.247773767,1.256323693887883
pulley,5481.028351692196,83.74576968248704,steel,1181975.3955124419,5.909876977562209e-06,228191205.81185234,193.05918437745544
gear,1741.16794761643,284.795481160079,aluminium,204488.29200594075,2.921261314370582e-06,31335216.183300406,153.23721410118708
shaft,4676.726053906012,135.29435164366237,aluminium,714589.0324874339,1.0208414749820484e-05,93627353.48180735,131.02265669527162
pulley,716.5037482306676,522.2525957949251,chromium,88638.95385286487,3.1770234355865547e-07,225915801.40169162,2548.719175732802
piston,614.3701177872573,476.0413556427392,titanium,293465.3423806446,2.6678667489149506e-06,304948305.446576,1039.1288558055255
coupling,1730.5928989797294,46.4172051897198,abs_plastic,227954.34576269588,0.00011397717288134795,24527598.2700934,107.5987307371934
pulley,6630.330727307948,32.92958490286971,abs_plastic,2521628.809126909,0.0012608144045634544,29023471.699043427,11.509811275154545
lever,5645.804357911627,605.5690154594907,steel,1003875.3570178907,5.019376785089453e-06,92299735.55742429,91.94342197183686
shaft,1032.1039102444092,288.05729023510037,steel,356381.36249413824,1.7819068124706913e-06,174985080.6679426,491.00513967202977
piston,8003.60746342085,384.49401455852757,chromium,1750647.4629678489,6.2747220894904975e-06,271835328.4804908,155.2770242043204
cylinder,1024.7389225554266,143.50020431021943,aluminium,503178.4531796138,7.188263616851626e-06,90208248.20407523,179.27685025867876
bracket,1030.957433899237,119.86787275969412,aluminium,135668.88374986788,1.938126910712398e-06,100055053.01679413,737.4944810577582
spring,3192.256108666584,71.41397261379389,abs_plastic,1565733.9911725644,0.0007828669955862823,16195342.462068703,10.343610443010279
cam,1663.7527460699453,214.85175308726468,aluminium,209190.5735085087,2.9884367644072674e-06,60478436.213639714,289.10689042678007
coupling,3694.6972926767035,540.368077759479,titanium,2085447.708386942,1.8958615530790384e-05,224539902.8006513,107.6698791811611
pulley,6021.315030753278,46.039209393377355,steel,1627135.3206289974,8.135676603144987e-06,238010622.55380797,146.27586257656853
bracket,3200.3037486910953,483.1840979819957,titanium,330583.1447815141,3.0053013161955824e-06,296019877.5225054,895.4475816307819
bolt,8055.675000871198,414.0612833897778,steel,832666.3352794955,4.1633316763974776e-06,142171540.78391203,170.74251084762574
housing,9842.692158461328,73.43359990429016,abs_plastic,1541957.299970023,0.0007709786499850115,15522133.365236614,10.066513103533007
bearing,8831.084807215975,438.93989416220285,chromium,5176149.89340684,1.855250857851914e-05,253686701.9459324,49.01069466111631
cylinder,5641.581268019988,62.19196976981411,abs_plastic,781209.232724555,0.0003906046163622775,19269343.410061963,24.666046691304405
shaft,886.1251879659923,224.81901729530145,aluminium,453173.28732799407,6.47390410468563e-06,56325409.460291065,124.29110681346123
lever,8208.728787230395,441.8191288887246,steel,1151067.7455964512,5.755338727982256e-06,134942935.185228,117.23283507983652
bracket,4764.562199434865,660.8767802141679,steel,1025359.0939763727,5.126795469881864e-06,77896671.81922713,75.97013795151662
spring,8210.625538227465,266.3501359064747,aluminium,1548647.0279596979,2.2123528970852826e-05,39020776.70563554,25.19668846492696
spring,8277.18430581001,118.62472895306266,chromium,3344649.7125537083,1.1987991801267772e-05,360458423.6823125,107.77165164094123
bearing,3544.6199746634497,146.09827409351556,aluminium,471774.30496892316,6.739632928127474e-06,89125719.12770186,188.91600960245765
valve_body,8430.330775539123,387.6039905705684,steel,860840.5204269666,4.304202602134833e-06,149061460.78891447,173.15804408809865
bolt,1350.0209414885771,547.4184984188386,steel,406812.96901441104,2.0340648450720554e-06,107443099.37009414,264.1093267758827
flange,6848.527875776039,183.78937124179683,chromium,1039656.9435381843,3.7263689732551407e-06,338736876.25273436,325.8160091731194
gear,6972.090677747327,317.3397568241307,titanium,2232801.1709421673,2.029819246311061e-05,503325303.96983665,225.42325331970792
housing,428.5746101680196,44.31571209925791,abs_plastic,65268.69794818799,3.263434897409399e-05,25228095.96691403,386.5267235289535
cam,8724.924374404214,770.7434810045966,chromium,1103634.4745589057,3.955679120282816e-06,143085506.33180115,129.64936274665462
lever,6542.608620831599,264.78348275873844,aluminium,64228131.60832192,0.0009175447372617417,39673548.85052564,0.6176973836396824
cylinder,3958.6179355222716,240.1116839573368,titanium,1688375.8205404042,1.5348871095821858e-05,599860395.053329,355.288430310101
spring,4186.335179733658,485.3655109123732,titanium,864446.3308041454,7.858603007310412e-06,293293111.3595334,339.2843498875164
gear,4272.296011634549,41.19651255085844,steel,442000.8374946267,2.2100041874731336e-06,239271741.52321395,541.3377560084888
pulley,2992.960481572788,730.4007260822539,steel,395673.22944623727,1.9783661472311863e-06,59791477.58274639,151.11327512965002
valve_body,278.2649004444995,963.5541499325454,chromium,38149.61157404064,1.3673695904674063e-07,78815283.35581818,2065.952446274682
cylinder,8311.007182102585,295.8907744466313,chromium,950887.5386212936,3.4081990631587585e-06,301369741.85112286,316.9352101175744
cam,5452.914918784612,27.722757615635267,abs_plastic,2185757.019194884,0.0010928785095974422,30759080.794788245,14.072506927653945
gear,3082.5260815240035,606.3903346118036,chromium,1013104.2771625349,3.631198126030591e-06,197869888.46273214,195.31048572504187
cylinder,576.6140761856991,724.25809624975,steel,67539.67737642839,3.376983868821419e-07,61391120.76829428,908.9637847414418
valve_body,5972.893544063105,91.38419985117218,abs_plastic,3087135.5864510927,0.0015435677932255465,9538600.049609274,3.0897898010934632
coupling,8397.706617164053,42.82322706858531,abs_plastic,1930992.1583677293,0.0009654960791838647,25725590.97713823,13.322473043538464
cylinder,5776.158521788659,204.47101963921975,aluminium,2223445.0846505687,3.1763501209293836e-05,64803741.816991776,29.14564531607318
spring,4934.908826931093,447.78813447383953,titanium,931137.0798434898,8.464882544031725e-06,340264831.90770054,365.42936509938363
valve_body,8698.659912570858,83.39315564482894,chromium,909648.3342051973,3.260388294642284e-06,372202281.4517237,409.17161880688144
flange,6975.059515694017,26.57656509694253,abs_plastic,765170.084761341,0.0003825850423806705,31141144.967685826,40.69833045995107
cam,3474.075427919481,148.5632467704744,steel,1942168.6713417436,9.710843356708718e-06,211311654.48685563,108.801906654622
spring,4507.936511619403,477.50531306510857,titanium,700850.418504505,6.371367440950045e-06,303118358.66861427,432.5007885640092
coupling,1131.825547802642,396.8211010919163,chromium,229676.86719249203,8.232145777508676e-07,267726299.6360279,1165.6650620005482
pulley,9510.257420603415,608.6380452173887,chromium,1274563.5258972582,4.5683280498109616e-06,197120651.59420374,154.65737688942272
gear,128.91822295148387,51.017452691084245,steel,21202.575422766076,1.0601287711383038e-07,236714205.0283635,11164.408111204912
cylinder,2840.4616471339273,583.4889607226094,titanium,840289.8931489346,7.638999028626678e-06,170638799.09673825,203.0713453630626
gear,2041.36735611009,374.2524412239456,titanium,709112.4781679326,6.4464770742539325e-06,432184448.470068,609.4723499812927
flange,5214.0690216151925,24.29452334512824,steel,29646629.391871825,0.00014823314695935913,243673301.21220618,8.219258182483765
cam,8454.853664856068,185.24665248795728,titanium,1805730.5603353495,1.6415732366684995e-05,668441684.3900534,370.1779762014519
spring,2263.24736010589,329.5015407273268,steel,4195557.964839753,2.0977789824198763e-05,164192307.10225862,39.134796486724234
valve_body,8185.153536962109,241.95859537506007,steel,998159.5084333307,4.990797542166653e-06,186989949.1210781,187.3347371249007
spring,8810.640505875484,353.3721414733608,titanium,22378195.82170433,0.00020343814383367575,458284823.158299,20.479078242483443
cylinder,4560.910487933026,559.0674827944061,titanium,2627980.7304859813,2.389073391350892e-05,201165646.50699228,76.54761093693087
flange,7325.617057599936,884.6133849729506,chromium,1086510.273670796,3.894302056167728e-06,105128871.67568313,96.75828588394585
lever,6778.61774387054,310.7930882820082,chromium,939849.6115859974,3.3686366006666573e-06,296402303.9059973,315.3720555417563
bracket,7241.795165952254,261.60654081547546,aluminium,59934719.78824843,0.0008562102826892632,40997274.66021857,0.6840321403864646
cam,8312.916812965977,23.244699003574514,abs_plastic,952353.14666847,0.000476176573334235,32251766.998808496,33.86534408127059
shaft,6686.391809582747,244.09936612655386,aluminium,1003905.653349114,1.4341509333558772e-05,48291930.78060256,48.104053024800294
spring,6003.583036717647,338.7585208988433,titanium,666089.2901004179,6.055357182731072e-06,476551848.87644583,715.4473971569219
bracket,3278.702861161796,229.95821404221056,aluminium,783350.6250066111,1.1190723214380159e-05,54184077.48241227,69.169635860002
lever,6499.855892233609,712.6704702008919,steel,1078446.459556224,5.392232297781121e-06,64408731.71851771,59.72362480101388
cam,1474.8261313255184,52.4065298700375,aluminium,906033.3482158956,1.2943333545941365e-05,128163945.88748437,141.45610218416002
bolt,6414.983217369976,746.1616252690869,chromium,1199753.8627917601,4.300193056601291e-06,151279458.24363768,126.09207849651665
bolt,215.89544623595026,138.1695928357389,aluminium,71467.1890567639,1.0209598436680557e-06,92429336.31844212,1293.3114837499584
gear,4053.75060910744,92.81077094257074,abs_plastic,500498.6269458192,0.0002502493134729096,9063076.35247642,18.108094337404708
housing,7318.817526739535,528.7874859017129,steel,863935.7901658423,4.319678950829212e-06,112294925.54642892,129.9806384047044
pulley,4356.317666162467,410.3206409887708,titanium,1541364.440947992,1.4012404008618109e-05,387099198.76403654,251.14060534960652
spring,5943.826875236281,83.35815029998491,aluminium,1522507.4644000467,2.1750106634286382e-05,115267437.37500629,75.70894729270054
bolt,5834.736902823215,764.1640052375608,chromium,5408298.942014238,1.938458402155641e-05,145278664.92081305,26.86217357406398
cylinder,3763.518113275127,27.677686792344144,aluminium,943132.475887148,1.3473321084102114e-05,138467630.50318995,146.8167347041483
flange,1751.915996817653,140.5482147694181,aluminium,1158918.3215845535,1.6555976022636478e-05,91438243.84607579,78.89964473169695
flange,3524.186861304788,140.47860283419254,steel,10013805.562644344,5.006902781322172e-05,213417030.51192904,21.31228024918551
bracket,6405.332942801958,115.36916664276167,aluminium,7908329.076100311,0.00011297612965857588,101929513.8988493,12.888881193233289
cam,3181.0532011275964,412.7299710463054,titanium,521722.3643395359,4.742930584904872e-06,384087536.1921182,736.1914352250286
shaft,5844.193035971791,568.4946759411811,chromium,5117211.594181124,1.8341260194197577e-05,210501774.686273,41.136030983287554
gear,9723.050039316251,38.27893974038166,abs_plastic,994504.7397052295,0.0004972523698526148,27240353.419872783,27.390873398900847
bolt,1444.3115659329776,77.59527759714192,titanium,666270.8803953268,6.0570080035938795e-06,803005903.0035726,1205.2243713954829
cylinder,1684.246870985621,33.54421587034783,titanium,222005.35031527773,2.0182304574116155e-06,858069730.1620651,3865.0858141188473
housing,2963.5232425292797,92.00665464131846,abs_plastic,2371244.078707004,0.001185622039353502,9331115.119560512,3.9351137250487507
piston,3208.270502035793,890.6355988625075,chromium,528620.7636552688,1.894698077617451e-06,103121467.04583083,195.07645960172644
bracket,9841.730315783596,244.95624149862167,steel,1023555.2081379428,5.117776040689714e-06,186209312.10973397,181.92405317197003
bearing,3916.567856895531,285.5019413185144,steel,717328.6188493808,3.5866430942469037e-06,175650536.11497024,244.86759833550153
spring,5581.74370504431,442.52975367980315,steel,730324.3963316752,3.651621981658376e-06,134757876.6458846,184.5178352561628
cylinder,3626.2379064641823,499.552684801923,titanium,509357.7418216995,4.6305249256518135e-06,275559143.99759626,540.9933360629191
piston,5123.719024585447,548.3621107845992,steel,2111247.1399418376,1.0556235699709187e-05,107197366.9831773,50.77442851438533
cylinder,3538.0426864020246,588.858248973822,chromium,2393727.5773921683,8.579668736172646e-06,203713917.00872597,85.10321681244147
bolt,6299.719782068532,59.11182654339611,abs_plastic,1544953.9280770211,0.0007724769640385106,20296057.818867963,13.136998748001588
gear,8815.116145274378,381.5754557324753,titanium,1536581.547087,1.3968923155336363e-05,423030680.3344059,275.3063650519384
piston,2092.9898674420892,249.1798910933048,titanium,4265754.6741962815,3.8779587947238925e-05,588525136.133369,137.9650685711911
gear,5475.943381180866,38.21997888825677,abs_plastic,567815.0504602971,0.00028390752523014856,27260007.037247743,48.008602475664425
spring,7249.218031013468,169.34825605430152,aluminium,832029.3889361221,1.1886134127658886e-05,79438226.64404103,95.47526529755766
spring,5538.292546091423,53.48981008412079,titanium,809753.0574350905,7.361391431228096e-06,833137737.394849,1028.8787794563318
valve_body,9446.016728871438,61.66287143343238,aluminium,2018168.9900008636,2.883098557144091e-05,124307136.90273651,61.5940179036659
bracket,7570.750093826059,502.09247810361444,chromium,2446731.499607902,8.76964695199965e-06,232635840.6321285,95.08024916890524
bearing,2111.908601752264,461.8429509990644,titanium,537825.9513563522,4.889326830512292e-06,322696311.2511695,600.0013767230018
cylinder,3686.4540622760524,586.0588413115603,steel,411660.6366003928,2.058303183001964e-06,97380510.0751145,236.55531138296254
cylinder,4490.212780180851,188.59275589933827,aluminium,754033.2302643611,1.0771903289490873e-05,71419685.04194239,94.71689333493025
coupling,4817.185499405097,99.68983597115529,abs_plastic,6993910.547732799,0.0034969552738663996,6770054.6762815695,0.9679927459861785
lever,6437.963284440276,252.77923164226382,steel,2596177.3306125854,1.2980886653062927e-05,184172075.09316048,70.9397131395889
housing,4538.358648157279,316.0508436224547,titanium,720001.1468792586,6.545464971629624e-06,504936445.47193164,701.2995016195545
housing,4820.750336346389,212.562171880557,aluminium,664491.2443859117,9.492732062655882e-06,61432428.38310125,92.45032030463231
pulley,1430.9077811404063,103.83076474407075,aluminium,391891.7011302728,5.598452873289612e-06,106737181.3566372,272.3639746613455
shaft,2859.7227369040747,184.34987181641847,steel,298549.09034695855,1.4927454517347928e-06,201992220.881141,676.5795891268533
housing,9978.426471251585,412.55635333728947,titanium,1201952.7215597632,1.0926842923270575e-05,384304558.3283882,319.73350651403297
coupling,7404.908233759147,503.80386626039194,titanium,996527.1878852396,9.059338071683996e-06,270245167.17451006,271.186948494607
spring,7558.936430343994,81.51382256861127,abs_plastic,1141910.7293366077,0.0005709553646683039,12828725.810462909,11.234438455548752
housing,8474.622252809548,498.61120910521754,steel,8672470.191958599,4.3362350959792995e-05,120153330.96218292,13.85456834127756
valve_body,868.7284132488901,134.11204868908064,aluminium,210327.82233127343,3.004683176161049e-06,94119979.71288307,447.49181857947883
pulley,3553.3232862978452,84.3788972989626,titanium,438599.11763668683,3.987264705788062e-06,794526378.3762968,1811.5092949968996
lever,160.2786075744068,48.263535993706014,aluminium,18417.43427069139,2.631062038670198e-07,129890193.33595583,7052.567226622699
shaft,5056.180253897136,639.722124702784,steel,712122.4047646757,3.5606120238233782e-06,83405696.69198333,117.1226970727668
bracket,821.7281701422447,132.80451913713839,aluminium,271791.59977033717,3.882737139576245e-06,94664783.692859,348.29915189744776
bracket,2881.9445391962645,244.9751681231277,aluminium,309907.9121994582,4.427255888563689e-06,47927013.28203012,154.64920834671707
cam,318.0665201157883,358.289345624547,titanium,37694.16202305008,3.426742002095462e-07,452138317.9693162,11994.916286846554
gear,2270.8122230463696,46.26195900682072,steel,1020673.2862325361,5.10336643116268e-06,237952614.84197378,233.1329898133162
bolt,7620.153144127985,166.5174249794638,steel,1054555.9480866285,5.2727797404331425e-06,206636087.24493128,195.94606395217713
cam,5900.06140568984,194.93948158103268,aluminium,7278810.111161999,0.00010398300158802856,68775216.00790305,9.448689409061076
shaft,7168.131061815239,250.3097424275751,aluminium,889435.7561160072,1.2706225087371532e-05,45704273.988510385,51.385694440812735
pulley,1514.472017260176,779.8392273950728,chromium,543415.009097107,1.947724046943036e-06,140053590.86830905,257.72860249298304
